Accession,Description,GeneName,Peptides,PSMs,AAs,MW.kDA,pI,QuantifyingPSMs,T37,T40,T43,T46,T49,T52,T55,T58,T61,T64,TotalExpt
Q9NWZ5,Isoform 2 of Uridine-cytidine kinase-like 1 OS=Homo sapiens GN=UCKL1,UCKL1,2,5,419,45.944,8.88,2,0.996323677,0.864867329,0.688377095,0.515100797,0.236251373,0.241100993,0.187164982,0.125708854,0.120753595,0.126959224,1
Q99999,Galactosylceramide sulfotransferase OS=Homo sapiens GN=GAL3ST1 PE=1 SV=1,GAL3ST1,1,4,423,48.733,8.62,1,0.996323677,1.139692044,0.693220991,0.463016322,0.16644979,0.162316933,0.12733558,0.092636383,0.037257961,0.027301237,1
Q9UJN7,Zinc finger protein 391 OS=Homo sapiens GN=ZNF391 PE=2 SV=2,ZNF391,1,2,358,40.634,8.6,1,0.996323677,0.950359258,0.914706871,0.903431718,1.153103738,0.912013601,0.772212976,0.726537667,0.758705745,0.592562986,1
Q6WCQ1,Isoform 2 of Myosin phosphatase Rho-interacting protein OS=Homo sapiens GN=MPRIP,MPRIP,3,5,1038,118.03,6.39,2,0.996323677,0.850924675,0.839365414,0.873360139,0.732201994,0.525135693,0.428934473,0.262155229,0.110987743,0.225817661,1
Q71SY5,Isoform 3 of Mediator of RNA polymerase II transcription subunit 25 OS=Homo sapiens GN=MED25,MED25,2,4,796,82.92,8.84,2,0.996323677,0.727264661,0.720114498,0.556307781,0.333667186,0.263414033,0.167129312,0.140740695,0.057857015,0.05795799,1
A6NM28,Zinc finger protein 92 homolog OS=Homo sapiens GN=ZFP92 PE=2 SV=3,ZFP92,2,4,416,45.762,10.2,2,0.996323677,1.031834316,0.949046004,0.955207229,0.792653528,0.464664871,0.218085025,0.13990564,0.110637693,0.118347162,2
Q9C0G6,"Dynein heavy chain 6, axonemal OS=Homo sapiens GN=DNAH6 PE=1 SV=3",DNAH6,1,4,4158,475.679,6,1,0.996323677,1.166517132,0.975178266,0.8543282,0.792642153,0.418351314,0.278699676,0.147801998,0.108373789,0.050112643,1
D6RIF6,SLAIN motif-containing protein 2 OS=Homo sapiens GN=SLAIN2 PE=4 SV=1,SLAIN2,3,6,414,44.629,10.3,1,0.996323677,0.979892039,1.035719639,0.911342338,1.002278097,0.828546218,0.705804885,0.540857351,0.478430382,0.380159885,1
Q5SRH9,Tetratricopeptide repeat protein 39A OS=Homo sapiens GN=TTC39A PE=2 SV=1,TTC39A,1,4,613,69.733,7.47,1,0.996323677,1.070814424,0.984902791,0.951825691,0.957452779,0.786893321,0.558720987,0.486131527,0.452156736,0.319804194,1
Q8N680,Zinc finger and BTB domain-containing protein 2 OS=Homo sapiens GN=ZBTB2 PE=1 SV=1,ZBTB2,3,6,514,57.3,6.1,3,0.996323677,1.069888113,0.871771576,0.848718075,0.713563321,0.608939896,0.403209997,0.332965759,0.238157951,0.188505239,2
Q8NFU7,Methylcytosine dioxygenase TET1 OS=Homo sapiens GN=TET1 PE=1 SV=2,TET1,1,5,2136,235.162,8.24,2,0.996323677,1.021378648,1.026101202,1.024310147,0.998901324,0.846477998,0.79235225,0.615793027,0.454440637,0.166659848,1
P78324,Isoform 2 of Tyrosine-protein phosphatase non-receptor type substrate 1 OS=Homo sapiens GN=SIRPA,SIRPA,1,2,508,55.36,6.98,1,0.996323677,1.386130389,0.958052584,1.026435197,1.261964114,0.822070347,0.7632402,0.703857983,0.704056832,0.371990125,1
Q9HBM6,Transcription initiation factor TFIID subunit 9B OS=Homo sapiens GN=TAF9B PE=1 SV=1,TAF9B,2,4,251,27.604,9.55,2,0.996323677,0.911457403,0.959341039,0.825938886,0.59902866,0.42572307,0.301798731,0.247115861,0.153521355,0.14583309,1
G3V1N2,"HCG1745306, isoform CRA_a OS=Homo sapiens GN=HBA2 PE=3 SV=1",HBA2,2,6,110,11.94,8.76,2,0.996323677,0.935176704,0.971801541,0.973411823,0.961454639,0.918513873,0.796540833,0.685357859,0.614169463,0.394377851,1
Q8WUQ7,Isoform 2 of Cactin OS=Homo sapiens GN=CACTIN,CACTIN,1,2,935,107.871,9.42,1,0.996323677,1.232387445,1.096420444,1.147688403,0.597462466,0.501138159,0.354737416,0.26560306,0.070684035,0.109607034,1
O15209,Zinc finger and BTB domain-containing protein 22 OS=Homo sapiens GN=ZBTB22 PE=2 SV=1,ZBTB22,1,2,634,65.561,6.38,1,0.996323677,0.570735278,1.319060748,1.021529413,0.948514778,0.432733377,0.319183187,0.304268492,0.209207195,0.139308355,1
E5RGX2,"DNA-directed RNA polymerases I, II, and III subunit RPABC4 OS=Homo sapiens GN=POLR2K PE=4 SV=1",POLR2K,1,2,67,7.964,8.6,1,0.996323677,1.116100511,1.053491238,0.822206585,1.025011042,0.595553853,0.421944663,0.329301388,0.199699069,0.146071481,1
P58012,Forkhead box protein L2 OS=Homo sapiens GN=FOXL2 PE=1 SV=1,FOXL2,1,2,376,38.747,9.16,1,0.996323677,0.69939009,0.82030992,0.702607429,0.509874642,0.436617004,0.335705959,0.255476798,0.22196846,0.202634706,1
Q16560,Isoform 2 of U11/U12 small nuclear ribonucleoprotein 35 kDa protein OS=Homo sapiens GN=SNRNP35,SNRNP35,1,2,251,29.974,9.89,1,0.996323677,0.836642902,0.836565218,0.787521671,0.523431909,0.3950052,0.224249359,0.209198682,0.242498874,0.1774299,1
O14523,Isoform 2 of C2 domain-containing protein 2-like OS=Homo sapiens GN=C2CD2L,C2CD2L,2,4,707,76.132,7.46,2,0.996323677,0.972218089,0.963989736,0.829571865,0.706179435,0.576030113,0.384128618,0.241460224,0.261716732,0.229998044,2
Q9H4K7,Mitochondrial ribosome-associated GTPase 2 OS=Homo sapiens GN=MTG2 PE=1 SV=1,MTG2,3,6,406,43.928,9.45,3,0.996323677,0.840484233,0.841199391,0.703650136,0.379693748,0.29443517,0.131547717,0.097311928,0.067536662,0.062670767,2
Q7Z7K0,COX assembly mitochondrial protein homolog OS=Homo sapiens GN=CMC1 PE=1 SV=1,CMC1,2,3,106,12.481,8.63,1,0.996323677,1.10906033,0.890369427,0.834861326,0.928243226,0.628506853,0.494846508,0.327089549,0.372392487,0.286603827,1
Q96G01,Protein bicaudal D homolog 1 OS=Homo sapiens GN=BICD1 PE=1 SV=3,BICD1,2,3,975,110.682,5.81,1,0.996323677,0.989579043,0.898677212,0.694072946,0.6399337,0.582992263,0.423640841,0.154517997,0.120672276,0.157859877,1
Q96JH8,Ras-associating and dilute domain-containing protein OS=Homo sapiens GN=RADIL PE=1 SV=5,RADIL,1,2,1075,117.381,7.09,1,0.996323677,0.538481059,0.614860431,0.400476312,0.188055868,0.163565098,0.152898085,0.069104528,0.086715609,0.082334829,1
Q5JYT7,Uncharacterized protein KIAA1755 OS=Homo sapiens GN=KIAA1755 PE=2 SV=2,KIAA1755,1,2,1200,130.765,6.37,1,0.996323677,0.846713988,0.968200046,0.836757456,0.737238316,0.500205077,0.203935882,0.132143726,0.121419331,0.089323157,1
Q99759,Isoform 2 of Mitogen-activated protein kinase kinase kinase 3 OS=Homo sapiens GN=MAP3K3,MAP3K3,2,3,657,74.043,9.06,1,0.996323677,0.695100217,0.668173915,0.455664027,0.236719252,0.268482037,0.169461234,0.13586966,0.053453497,0.11579227,1
Q9H3Y8,Pancreatic progenitor cell differentiation and proliferation factor OS=Homo sapiens GN=PPDPF PE=2 SV=1,PPDPF,1,2,114,11.77,7.42,1,0.996323677,0.903687632,0.784452444,0.751614491,0.819318707,0.619533658,0.468973204,0.210410023,0.204308863,0.163394836,1
O14495,Lipid phosphate phosphohydrolase 3 OS=Homo sapiens GN=PPAP2B PE=1 SV=1,PPAP2B,1,2,311,35.093,9.14,1,0.996323677,0.875097045,1.229472819,1.241979784,0.595083761,0.668674809,0.195103476,0.143981634,0.142442887,0.154340391,1
Q5JTC6,APC membrane recruitment protein 1 OS=Homo sapiens GN=AMER1 PE=1 SV=2,AMER1,1,2,1135,123.952,4.84,1,0.996323677,0.936718739,0.935728626,0.858356515,0.958381724,0.790625933,0.861092826,0.767692347,0.739721149,0.754282009,1
Q96JW4,Solute carrier family 41 member 2 OS=Homo sapiens GN=SLC41A2 PE=1 SV=2,SLC41A2,1,2,573,62.433,6.1,1,0.996323677,1.16903542,0.883113671,0.985236057,0.817732212,0.38516522,0.231342498,0.168703888,0.132014724,0.050704932,1
P07203,Glutathione peroxidase 1 OS=Homo sapiens GN=GPX1 PE=1 SV=4,GPX1,1,2,203,22.075,6.55,1,0.996323677,0.986647607,1.224856436,1.202190476,0.727640055,0.656992581,0.448026565,0.415695328,0.293784711,0.304713474,1
Q9NTJ5,Phosphatidylinositide phosphatase SAC1 OS=Homo sapiens GN=SACM1L PE=1 SV=2,SACM1L,1,2,587,66.924,7.12,1,0.996323677,0.990853754,0.762464533,0.832836951,0.770269525,0.577426403,0.36504499,0.194579967,0.150338718,0.11280005,1
K7EK91,"Dynein heavy chain 17, axonemal OS=Homo sapiens GN=DNAH17 PE=4 SV=1",DNAH17,1,2,4457,508.461,5.72,1,0.996323677,1.615542038,0.987275978,0.953852302,2.395131608,0.981486885,0.830917729,0.763185094,0.402210222,0.139137231,1
O95900,Probable tRNA pseudouridine synthase 2 OS=Homo sapiens GN=TRUB2 PE=2 SV=1,TRUB2,2,4,331,36.671,8.98,2,0.996323677,1.061638141,0.802414252,0.690141794,0.685777284,0.363052326,0.256978494,0.187005,0.16717044,0.126739776,2
P11532,Dystrophin OS=Homo sapiens GN=DMD PE=1 SV=3,DMD,1,2,3685,426.484,5.88,1,0.996323677,0.992554836,0.914338889,0.754559901,0.730291028,0.592784212,0.511276361,0.333819723,0.302080287,0.340035617,1
Q9UJS0,Isoform 2 of Calcium-binding mitochondrial carrier protein Aralar2 OS=Homo sapiens GN=SLC25A13,SLC25A13,1,2,676,74.257,8.62,1,0.996323677,0.833628765,0.848216414,0.944548348,0.728563373,0.638820852,0.641880765,0.489631873,0.170799722,0.0669232,1
E9PHG5,Cytochrome P450 20A1 OS=Homo sapiens GN=CYP20A1 PE=2 SV=1,CYP20A1,1,2,470,53.414,6.21,1,0.996323677,0.740371215,1.048076565,0.787120998,0.493781975,0.501833881,0.191187497,0.175676723,0.136602053,0.135229428,1
Q15842,ATP-sensitive inward rectifier potassium channel 8 OS=Homo sapiens GN=KCNJ8 PE=1 SV=1,KCNJ8,1,2,424,47.937,9.26,1,0.996323677,0.92179037,0.984845108,0.952153509,0.488281244,0.325954985,0.200425932,0.151782174,0.092612326,0.093655807,1
K7EIW9,Pleckstrin homology domain-containing family J member 1 OS=Homo sapiens GN=PLEKHJ1 PE=2 SV=1,PLEKHJ1,1,2,150,16.949,11.17,1,0.996323677,0.801540827,0.817014911,0.691425296,0.469012983,0.396340879,0.279199661,0.091870432,0.074837112,0.08329084,1
Q9HBH5,Retinol dehydrogenase 14 OS=Homo sapiens GN=RDH14 PE=1 SV=1,RDH14,2,3,336,36.841,8.79,2,0.996323677,1.059998265,0.995185596,0.852691767,0.761420879,0.658318614,0.510055026,0.398520246,0.311454068,0.266947715,1
Q5TID7,Coiled-coil domain-containing protein 181 OS=Homo sapiens GN=CCDC181 PE=2 SV=1,CCDC181,1,2,509,60.066,5.91,1,0.996323677,1.153361369,0.985888935,0.924140919,0.752641323,0.357768168,0.180061235,0.139449455,0.093413228,0.101436981,1
Q9UJJ7,RNA pseudouridylate synthase domain-containing protein 1 OS=Homo sapiens GN=RPUSD1 PE=2 SV=1,RPUSD1,1,2,312,34.733,7.05,1,0.996323677,0.625688216,0.540423194,0.427848871,0.239218766,0.241576895,0.213142107,0.190508031,0.126504848,0.046594233,1
Q01094,Transcription factor E2F1 OS=Homo sapiens GN=E2F1 PE=1 SV=1,E2F1,1,2,437,46.891,4.92,1,0.996323677,0.914821776,0.855663416,0.65263203,0.262599161,0.192105906,0.284964767,0.07888897,0.159290346,0.112504326,1
Q6N022,Teneurin-4 OS=Homo sapiens GN=TENM4 PE=1 SV=2,TENM4,1,2,2769,307.761,6.55,1,0.996323677,0.68251963,0.945579115,0.668787,0.375644764,0.39618095,0.202951532,0.131017297,0.064891461,0.060414325,1
Q15131,Cyclin-dependent kinase 10 OS=Homo sapiens GN=CDK10 PE=1 SV=1,CDK10,1,2,360,41.012,8.84,1,0.996323677,0.612964239,0.46572493,0.311039445,0.065205161,0.137029191,0.083510582,0.065439077,0.03115048,0.029849933,1
Q8TD31,Isoform 2 of Coiled-coil alpha-helical rod protein 1 OS=Homo sapiens GN=CCHCR1,CCHCR1,1,2,871,98.946,6.68,1,0.996323677,1.002784445,0.857613952,0.610759886,0.293913819,0.259844981,0.09975098,0.068737919,0.059748294,0.05490676,1
Q6ZN18,Zinc finger protein AEBP2 OS=Homo sapiens GN=AEBP2 PE=1 SV=2,AEBP2,1,2,517,54.433,5.21,1,0.996323677,1.009553819,0.947613496,0.833886203,0.764841587,0.452587154,0.188161399,0.0966417,0.08227251,0.056894279,1
A0AVK6,Transcription factor E2F8 OS=Homo sapiens GN=E2F8 PE=1 SV=1,E2F8,4,8,867,94.108,8.98,4,0.996323677,1.015409817,0.846705859,0.841654972,0.743561935,0.648019861,0.432029082,0.361447542,0.292989146,0.268276943,2
Q96RV3,Pecanex-like protein 1 OS=Homo sapiens GN=PCNX PE=1 SV=2,PCNX,1,2,2341,258.514,7.21,1,0.996323677,1.010482679,1.027509202,1.003355557,1.272194235,0.959247161,0.971100053,0.843427986,0.941647286,0.489395729,1
Q8NDA2,Hemicentin-2 OS=Homo sapiens GN=HMCN2 PE=2 SV=2,HMCN2,1,3,5065,542.264,5.83,1,0.996323677,1.06924421,1.225579793,1.099787912,1.032315631,0.862442011,0.608530276,0.231392512,0.196421958,0.11249743,1
Q9UHF7,Isoform 2 of Zinc finger transcription factor Trps1 OS=Homo sapiens GN=TRPS1,TRPS1,1,2,1294,142.934,7.47,1,0.996323677,1.244808678,1.031284532,0.861101523,0.918999035,0.611205606,0.48529221,0.379655911,0.304354042,0.10703679,1
Q13237,cGMP-dependent protein kinase 2 OS=Homo sapiens GN=PRKG2 PE=1 SV=1,PRKG2,1,2,762,87.377,8.47,1,0.996323677,1.241074115,1.140197997,1.259101583,1.142917115,0.815059121,0.721110901,0.630103835,0.619252959,0.405980384,1
Q9UBI6,Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-12 OS=Homo sapiens GN=GNG12 PE=1 SV=3,GNG12,1,2,72,8.001,8.97,1,0.996323677,1.242301059,0.958374429,0.848986559,0.747524355,0.50176395,0.45261088,0.311747272,0.341583536,0.263526273,1
Q9NWB7,Intraflagellar transport protein 57 homolog OS=Homo sapiens GN=IFT57 PE=1 SV=1,IFT57,1,2,429,49.078,4.98,1,0.996323677,0.947845733,0.773048068,0.635534407,0.588662899,0.321124971,0.303835343,0.224691934,0.183591006,0.073990109,1
O00194,Ras-related protein Rab-27B OS=Homo sapiens GN=RAB27B PE=1 SV=4,RAB27B,2,3,218,24.592,5.52,1,0.996323677,0.64059646,1.304088741,1.104927155,0.474660423,0.633659975,0.456048933,0.184044219,0.084310777,0.06413542,1
Q86YD1,Prostate tumor-overexpressed gene 1 protein OS=Homo sapiens GN=PTOV1 PE=1 SV=1,PTOV1,2,4,416,46.839,10.54,2,0.996323677,0.8241241,0.875716224,0.598997431,0.352881907,0.420653827,0.309897839,0.288122388,0.232118033,0.298668799,2
Q96D05,Isoform 2 of Uncharacterized protein C10orf35 OS=Homo sapiens GN=C10orf35,C10orf35,2,4,163,17.501,11.06,2,0.996323677,0.90038635,0.788175559,0.739148873,0.624871531,0.71017367,0.415478533,0.314766384,0.154189263,0.164589113,2
O75140,Isoform 5 of DEP domain-containing protein 5 OS=Homo sapiens GN=DEPDC5,DEPDC5,2,4,1552,173.333,6.68,2,0.996323677,0.940222283,0.993691412,0.997444168,0.720520872,0.65219782,0.354224066,0.235254468,0.134609556,0.136877972,1
O75379,Vesicle-associated membrane protein 4 OS=Homo sapiens GN=VAMP4 PE=1 SV=2,VAMP4,1,2,141,16.387,7.34,1,0.996323677,0.918998683,0.789958228,0.890132904,0.594392356,0.417561081,0.228813386,0.243057395,0.253803711,0.104647538,1
Q9NRC6,"Spectrin beta chain, non-erythrocytic 5 OS=Homo sapiens GN=SPTBN5 PE=1 SV=1",SPTBN5,1,2,3674,416.579,6.67,1,0.996323677,1.027378372,1.213477842,1.118129795,1.187411253,1.103786184,1.109486002,0.563332523,0.914093424,1.381027132,1
P42892,Endothelin-converting enzyme 1 OS=Homo sapiens GN=ECE1 PE=1 SV=2,ECE1,1,3,770,87.108,5.88,1,0.996323677,1.211465078,1.360129784,1.263835787,0.949805319,1.011323233,0.461963359,0.265221243,0.15400615,0.158844915,1
Q8TD35,Isoform 2 of Uncharacterized protein C20orf201 OS=Homo sapiens GN=C20orf201,C20orf201,1,2,240,25.766,10.77,1,0.996323677,1.05926395,0.93657079,0.797089932,0.628453305,0.54753871,0.41629084,0.358137825,0.321502495,0.287576246,1
O15230,Laminin subunit alpha-5 OS=Homo sapiens GN=LAMA5 PE=1 SV=8,LAMA5,1,2,3695,399.479,7.02,1,0.996323677,0.480810629,0.976361209,0.82576231,0.162340109,0.322485416,0.211750516,0.129534326,0.13055375,0.131730993,1
P14373,Zinc finger protein RFP OS=Homo sapiens GN=TRIM27 PE=1 SV=1,TRIM27,1,2,513,58.452,6.21,1,0.996323677,1.009439242,0.815109936,0.729737444,0.537236477,0.401508014,0.178228215,0.13706709,0.110154695,0.104118185,1
Q9NYF0,Dapper homolog 1 OS=Homo sapiens GN=DACT1 PE=1 SV=2,DACT1,1,3,836,90.119,8.69,1,0.996323677,0.586764215,0.962286786,0.888392668,0.723094644,0.879552114,0.640897928,0.174849787,0.16941293,0.156320581,1
Q6P5Z2,Serine/threonine-protein kinase N3 OS=Homo sapiens GN=PKN3 PE=1 SV=1,PKN3,1,2,889,99.358,8.46,1,0.996323677,0.818810701,1.009655658,0.965160252,0.699735209,0.736199003,0.519155252,0.315176618,0.260342238,0.206957035,1
Q96I76,G patch domain-containing protein 3 OS=Homo sapiens GN=GPATCH3 PE=2 SV=1,GPATCH3,1,2,525,59.301,5.01,1,0.996323677,0.956262284,1.154327492,0.993907878,0.679703829,0.585213841,0.404539263,0.199947654,0.124289466,0.172203556,1
Q8N8J7,Uncharacterized protein C4orf32 OS=Homo sapiens GN=C4orf32 PE=2 SV=2,C4orf32,1,2,132,14.643,4.7,1,0.996323677,0.936739147,0.973803609,0.964405107,0.912422749,0.70567433,0.663820319,0.448825698,0.295583257,0.262198684,1
Q9H8H2,Probable ATP-dependent RNA helicase DDX31 OS=Homo sapiens GN=DDX31 PE=1 SV=2,DDX31,1,2,851,94.029,9.99,1,0.996323677,1.11292026,0.972478242,0.752440062,0.534466522,0.444892804,0.385148387,0.305844945,0.221777076,0.2661887,1
Q9Y5J1,U3 small nucleolar RNA-associated protein 18 homolog OS=Homo sapiens GN=UTP18 PE=1 SV=3,UTP18,2,4,556,61.964,8.76,2,0.996323677,1.445764303,0.970722938,1.279467398,0.462743417,0.489999099,0.290749856,0.237367636,0.226516983,0.229158315,2
Q07954,Prolow-density lipoprotein receptor-related protein 1 OS=Homo sapiens GN=LRP1 PE=1 SV=2,LRP1,3,5,4544,504.276,5.39,2,0.996323677,1.148459198,0.842387658,0.834231235,0.813007954,0.557627598,0.427297272,0.313682224,0.258352549,0.191894975,2
P51787,Potassium voltage-gated channel subfamily KQT member 1 OS=Homo sapiens GN=KCNQ1 PE=1 SV=3,KCNQ1,1,6,676,74.651,9.86,1,0.996323677,1.02944509,1.337732306,1.154456828,0.431429683,0.214882403,0.184789133,0.100169835,0.057790296,0.075577678,1
O14654,Insulin receptor substrate 4 OS=Homo sapiens GN=IRS4 PE=1 SV=1,IRS4,1,2,1257,133.685,8.44,1,0.996323677,1.07538042,0.980421475,0.9862349,0.553343064,0.615088098,0.409699058,0.357384185,0.291065458,0.343159437,1
P21860,Receptor tyrosine-protein kinase erbB-3 OS=Homo sapiens GN=ERBB3 PE=1 SV=1,ERBB3,1,2,1342,148.002,6.55,1,0.996323677,0.783205738,0.40403016,0.232508012,-0.023470439,0.10288514,0.074764212,0.067587852,0.053272222,0.058110987,1
Q9UEF7,Klotho OS=Homo sapiens GN=KL PE=1 SV=2,KL,1,2,1012,116.107,7.97,1,0.996323677,0.743757792,1.115685533,1.003835322,0.95837002,1.011625301,0.693705998,0.353281294,0.320566638,0.265999395,1
O00744,Protein Wnt-10b OS=Homo sapiens GN=WNT10B PE=1 SV=2,WNT10B,1,3,389,42.972,9.03,1,0.996323677,0.628397978,0.860094849,0.80137445,0.507738612,0.351643289,0.183364161,0.184063453,0.047425693,0.076734694,1
P42658,Dipeptidyl aminopeptidase-like protein 6 OS=Homo sapiens GN=DPP6 PE=1 SV=2,DPP6,1,2,865,97.527,6.37,1,0.996323677,0.575305462,1.107878159,1.015037776,0.527764512,0.644880232,0.317951332,0.14506198,0.055678583,0.039951948,1
Q5SRN2,Uncharacterized protein C6orf10 OS=Homo sapiens GN=C6orf10 PE=1 SV=3,C6orf10,1,2,563,61.588,9.25,1,0.996323677,0.7952026,0.946929919,0.909942281,0.714009334,0.500174654,0.495528509,0.349834371,0.444921802,0.291089168,1
Q96N64,PWWP domain-containing protein 2A OS=Homo sapiens GN=PWWP2A PE=1 SV=2,PWWP2A,2,4,755,81.91,9,2,0.996323677,0.957149761,0.779369998,0.702916527,0.475361066,0.361371319,0.22461995,0.170100476,0.108904849,0.080093248,2
O14678,ATP-binding cassette sub-family D member 4 OS=Homo sapiens GN=ABCD4 PE=1 SV=1,ABCD4,1,3,606,68.554,6.55,1,0.996323677,1.274095846,1.02177476,1.032730993,1.110259398,1.140280409,0.870616554,0.979456278,0.145039054,0.086652721,1
P07360,Complement component C8 gamma chain OS=Homo sapiens GN=C8G PE=1 SV=3,C8G,1,5,202,22.264,8.31,3,0.996323677,0.488229714,1.06091902,0.831638049,0.699244075,0.707409288,0.449594437,0.135242784,0.120927154,0.232741032,1
F5GWL5,Tubby-related protein 3 OS=Homo sapiens GN=TULP3 PE=4 SV=1,TULP3,1,1,39,4.543,7.18,1,0.996323677,0.969790096,1.105448907,0.999432629,0.926323859,0.588766237,0.242365993,0.204258957,0.189943327,0.194782092,1
P26842,CD27 antigen OS=Homo sapiens GN=CD27 PE=1 SV=2,CD27,1,1,260,29.118,7.64,1,0.996323677,0.74766334,1.077890224,1.344063106,0.645280728,0.807534329,0.363165398,0.250022176,0.100603322,0.141910017,1
P62891,60S ribosomal protein L39 OS=Homo sapiens GN=RPL39 PE=1 SV=2,RPL39,1,1,51,6.403,12.56,1,0.996323677,0.719824743,1.216138877,1.168368973,0.732068227,0.74529748,0.510024306,0.418244438,0.310874621,0.247784439,1
M0QZR4,Rho guanine nucleotide exchange factor 1 OS=Homo sapiens GN=ARHGEF1 PE=4 SV=1,ARHGEF1,13,17,968,108.257,6.15,15,0.996323677,0.84781941,0.843316508,0.561690107,0.210005346,0.199344048,0.116385308,0.06799819,0.061245675,0.060590988,1
Q8NDC0,MAPK-interacting and spindle-stabilizing protein-like OS=Homo sapiens GN=MAPK1IP1L PE=1 SV=4,MAPK1IP1L,1,1,245,24.254,5.62,1,0.996323677,0.917773957,1.010286636,0.93655314,1.077597175,0.962289952,0.900067598,0.657797102,0.462895063,0.433727441,1
J3KPQ4,"Rho GTPase activating protein 9, isoform CRA_a OS=Homo sapiens GN=ARHGAP9 PE=2 SV=1",ARHGAP9,1,2,821,90.512,7.93,2,0.996323677,0.760928833,1.366371014,1.257614838,0.605237277,0.966270925,0.836016003,0.810993295,0.604234381,1.05654832,1
Q96JP2,Unconventional myosin-XVB OS=Homo sapiens GN=MYO15B PE=1 SV=2,MYO15B,1,2,1530,167.013,8.41,1,0.996323677,1.128961192,0.9120334,0.982619402,0.955505512,0.697833012,0.556984749,0.337405647,0.381159947,0.106037455,1
O95460,Matrilin-4 OS=Homo sapiens GN=MATN4 PE=1 SV=3,MATN4,1,1,622,68.443,6.1,1,0.996323677,0.728996657,1.028576682,0.925639991,0.588959855,0.579731063,0.364316006,0.229510692,0.139599936,0.131767088,1
Q9BT04,Protein fuzzy homolog OS=Homo sapiens GN=FUZ PE=2 SV=1,FUZ,1,2,418,45.65,6.32,1,0.996323677,0.798886736,0.940504968,0.681202166,0.479118814,0.394100497,0.272669454,0.316673215,0.224755158,0.045467332,1
Q8IYT1,Protein FAM71A OS=Homo sapiens GN=FAM71A PE=2 SV=2,FAM71A,1,1,594,63.138,9.64,1,0.996323677,1.03683975,1.076980665,1.084472931,1.118958069,1.017694974,0.939265576,0.928194576,0.788102725,0.375528421,1
O15031,Plexin-B2 OS=Homo sapiens GN=PLXNB2 PE=1 SV=3,PLXNB2,1,1,1838,204.997,6.24,1,0.996323677,1.109063518,0.855383864,0.767470635,0.613687351,0.409514769,0.257688905,0.174835816,0.078760119,0.145289007,1
Q9UFP1,Protein FAM198A OS=Homo sapiens GN=FAM198A PE=1 SV=3,FAM198A,1,1,575,63.598,7.46,1,0.996323677,1.1623496,1.042800802,0.927159766,0.68624652,0.341591756,0.162372615,0.099417847,0.085712008,0.065750459,1
Q4VAR0,CYP11B1 protein OS=Homo sapiens GN=CYP11B1 PE=2 SV=1,CYP11B1,1,1,574,65.087,9.67,1,0.996323677,1.028610734,0.827543417,0.837921494,0.946749659,0.537748277,0.416907719,0.219570744,0.164319034,0.039628841,1
A6NGG8,Uncharacterized protein C2orf71 OS=Homo sapiens GN=C2orf71 PE=1 SV=1,C2orf71,1,1,1288,139.569,8.07,1,0.996323677,1.131592917,1.08631805,0.979205734,0.971212627,0.796076501,0.408932603,0.210577911,0.133067155,0.060213546,1
P52926,Isoform 2 of High mobility group protein HMGI-C OS=Homo sapiens GN=HMGA2,HMGA2,1,3,106,11.449,12.02,3,0.996323677,1.285861966,1.033422685,1.209084513,1.568317736,1.06075294,0.900214731,0.740517533,0.730354592,0.463975039,1
