Accession,Description,GeneName,Peptides.DMSO,PSMs.DMSO,AAs.DMSO,MW.kDA.DMSO,pI.DMSO,QuantifyingPSMs.DMSO,T37,T40,T43,T46,T49,T52,T55,T58,T61,T64
Q9P021,Cysteine-rich PDZ-binding protein OS=Homo sapiens GN=CRIPT PE=1 SV=1,CRIPT,5,17,101,11.209,9.47,8,0.993,0.980,1.038,0.947,0.853,0.737,0.763,0.630,0.555,0.407
Q9P031,Thyroid transcription factor 1-associated protein 26 OS=Homo sapiens GN=CCDC59 PE=1 SV=2,CCDC59,5,10,241,28.652,9.88,4,0.993,1.051,0.990,0.915,0.732,0.603,0.360,0.244,0.191,0.134
Q9P032,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 4 OS=Homo sapiens GN=NDUFAF4 PE=1 SV=1,NDUFAF4,3,6,175,20.254,8.82,3,0.993,1.014,0.888,0.780,0.594,0.519,0.389,0.247,0.156,0.087
Q9P0J7,E3 ubiquitin-protein ligase KCMF1 OS=Homo sapiens GN=KCMF1 PE=1 SV=2,KCMF1,1,4,381,41.919,5.66,2,0.993,1.025,0.971,0.863,0.528,0.334,0.192,0.159,0.154,0.092
Q9P0L0,Vesicle-associated membrane protein-associated protein A OS=Homo sapiens GN=VAPA PE=1 SV=3,VAPA,9,64,249,27.875,8.62,18,0.993,1.018,1.012,1.035,1.005,0.779,0.764,0.551,0.211,0.116
Q9P0M9,"39S ribosomal protein L27, mitochondrial OS=Homo sapiens GN=MRPL27 PE=1 SV=1",MRPL27,4,10,148,16.063,10.42,4,0.993,0.983,0.842,0.802,0.518,0.321,0.146,0.106,0.094,0.079
Q9P0P0,E3 ubiquitin-protein ligase RNF181 OS=Homo sapiens GN=RNF181 PE=1 SV=1,RNF181,9,26,153,17.897,5.06,10,0.993,1.008,0.955,0.878,0.699,0.547,0.476,0.336,0.285,0.227
Q9P0U4,Isoform 2 of CpG-binding protein OS=Homo sapiens GN=CXXC1,CXXC1,3,6,660,76.178,8.24,3,0.993,0.913,0.645,0.381,0.291,0.167,0.117,0.088,0.071,0.083
Q9P0W2,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1-related OS=Homo sapiens GN=HMG20B PE=1 SV=1,HMG20B,1,1,317,35.791,9.35,1,0.993,0.906,0.651,0.474,0.285,0.093,0.261,0.258,0.065,0.046
Q9P1U0,DNA-directed RNA polymerase I subunit RPA12 OS=Homo sapiens GN=ZNRD1 PE=1 SV=1,ZNRD1,2,4,126,13.894,5.06,2,0.993,0.912,0.876,0.768,0.925,0.856,1.183,1.144,0.926,0.864
Q9P203,BTB/POZ domain-containing protein 7 OS=Homo sapiens GN=BTBD7 PE=1 SV=3,BTBD7,2,38,1132,126.288,6.98,7,0.993,0.984,0.969,0.973,0.780,0.565,0.322,0.153,0.121,0.094
Q9P206,Isoform 2 of Uncharacterized protein KIAA1522 OS=Homo sapiens GN=KIAA1522,KIAA1522,10,27,1094,112.993,10.02,11,0.993,1.073,0.946,0.897,0.757,0.520,0.410,0.354,0.240,0.152
Q9P215,Pogo transposable element with KRAB domain OS=Homo sapiens GN=POGK PE=1 SV=2,POGK,2,4,609,69.399,5.14,2,0.993,0.918,0.605,0.369,0.269,0.206,0.134,0.124,0.129,0.126
Q9P253,Vacuolar protein sorting-associated protein 18 homolog OS=Homo sapiens GN=VPS18 PE=1 SV=2,VPS18,4,12,973,110.116,6.07,5,0.993,1.006,0.915,0.643,0.326,0.221,0.117,0.134,0.075,0.070
Q9P258,Protein RCC2 OS=Homo sapiens GN=RCC2 PE=1 SV=2,RCC2,28,237,522,56.049,8.78,81,0.993,1.006,0.966,0.879,0.690,0.415,0.175,0.101,0.064,0.052
Q9P260,Isoform 2 of LisH domain and HEAT repeat-containing protein KIAA1468 OS=Homo sapiens GN=KIAA1468,KIAA1468,3,9,1250,138.657,5.53,3,0.993,0.986,1.005,1.007,0.860,0.582,0.381,0.227,0.164,0.153
Q9P265,Disco-interacting protein 2 homolog B OS=Homo sapiens GN=DIP2B PE=1 SV=3,DIP2B,39,135,1576,171.382,8.09,42,0.993,0.961,0.977,0.920,0.799,0.569,0.400,0.150,0.107,0.072
Q9P270,SLAIN motif-containing protein 2 OS=Homo sapiens GN=SLAIN2 PE=1 SV=2,SLAIN2,13,33,581,62.505,9.45,15,0.993,1.008,0.942,0.813,0.712,0.632,0.517,0.479,0.346,0.268
Q9P287,BRCA2 and CDKN1A-interacting protein OS=Homo sapiens GN=BCCIP PE=1 SV=1,BCCIP,20,52,314,35.957,4.61,6,0.993,0.955,0.937,0.853,0.594,0.379,0.230,0.136,0.100,0.096
Q9P2B4,CTTNBP2 N-terminal-like protein OS=Homo sapiens GN=CTTNBP2NL PE=1 SV=2,CTTNBP2NL,3,6,639,70.115,8.06,3,0.993,0.973,1.012,0.760,0.561,0.365,0.357,0.241,0.133,0.068
Q9P2D3,HEAT repeat-containing protein 5B OS=Homo sapiens GN=HEATR5B PE=1 SV=2,HEATR5B,6,12,2071,224.159,7.17,6,0.993,0.975,0.925,0.766,0.425,0.267,0.110,0.066,0.074,0.054
Q9P2E9,Ribosome-binding protein 1 OS=Homo sapiens GN=RRBP1 PE=1 SV=4,RRBP1,25,71,1410,152.381,8.6,24,0.993,1.027,1.096,0.939,0.609,0.342,0.267,0.191,0.161,0.118
Q9P2I0,Cleavage and polyadenylation specificity factor subunit 2 OS=Homo sapiens GN=CPSF2 PE=1 SV=2,CPSF2,7,22,782,88.431,5.11,6,0.993,0.985,0.794,0.553,0.343,0.219,0.107,0.065,0.053,0.059
Q9P2J5,"Leucine--tRNA ligase, cytoplasmic OS=Homo sapiens GN=LARS PE=1 SV=2",LARS,42,179,1176,134.379,7.3,63,0.993,0.936,0.810,0.537,0.323,0.183,0.103,0.061,0.043,0.052
Q9P2K3,Isoform 3 of REST corepressor 3 OS=Homo sapiens GN=RCOR3,RCOR3,4,14,553,61.177,7.24,3,0.993,0.847,0.752,0.496,0.390,0.179,0.121,0.085,0.031,0.059
Q9P2N5,RNA-binding protein 27 OS=Homo sapiens GN=RBM27 PE=1 SV=2,RBM27,14,34,1060,118.645,9.19,16,0.993,0.959,0.884,0.680,0.483,0.303,0.202,0.135,0.103,0.089
Q9P2R3,Isoform 4 of Ankyrin repeat and FYVE domain-containing protein 1 OS=Homo sapiens GN=ANKFY1,ANKFY1,7,16,1211,132.737,6.49,6,0.993,0.947,0.800,0.492,0.286,0.227,0.093,0.099,0.056,0.060
Q9P2R7,"Succinyl-CoA ligase [ADP-forming] subunit beta, mitochondrial OS=Homo sapiens GN=SUCLA2 PE=1 SV=3",SUCLA2,18,63,463,50.285,7.42,22,0.993,0.935,0.929,0.820,0.466,0.263,0.155,0.087,0.049,0.046
Q9P2S5,WD repeat-containing protein WRAP73 OS=Homo sapiens GN=WRAP73 PE=2 SV=1,WRAP73,4,8,460,51.555,6.81,3,0.993,0.964,0.935,0.816,0.736,0.594,0.544,0.413,0.236,0.104
Q9P2W1,Homologous-pairing protein 2 homolog OS=Homo sapiens GN=PSMC3IP PE=1 SV=1,PSMC3IP,1,2,217,24.891,7.81,1,0.993,0.964,0.781,0.466,0.344,0.276,0.176,0.117,0.050,0.048
Q9P2W9,Syntaxin-18 OS=Homo sapiens GN=STX18 PE=1 SV=1,STX18,1,2,335,38.65,5.49,1,0.993,0.997,0.971,0.955,0.408,0.295,0.185,0.164,0.110,0.070
Q9P2X3,Protein IMPACT OS=Homo sapiens GN=IMPACT PE=1 SV=2,IMPACT,7,25,320,36.453,4.97,10,0.993,0.908,0.824,0.599,0.301,0.223,0.104,0.103,0.068,0.066
Q9P2Y5,UV radiation resistance-associated gene protein OS=Homo sapiens GN=UVRAG PE=1 SV=1,UVRAG,1,2,699,78.102,8.29,1,0.993,0.968,0.870,0.839,0.528,0.302,0.148,0.095,0.080,0.071
Q9UBB4,Ataxin-10 OS=Homo sapiens GN=ATXN10 PE=1 SV=1,ATXN10,24,95,475,53.455,5.25,41,0.993,0.990,0.978,0.867,0.658,0.371,0.160,0.097,0.078,0.066
Q9UBB6,Isoform 3 of Neurochondrin OS=Homo sapiens GN=NCDN,NCDN,10,30,731,79.107,5.55,11,0.993,0.927,0.886,0.707,0.418,0.257,0.144,0.122,0.082,0.073
Q9UBC2,Isoform 2 of Epidermal growth factor receptor substrate 15-like 1 OS=Homo sapiens GN=EPS15L1,EPS15L1,24,64,910,99.545,5.08,27,0.993,0.979,0.863,0.710,0.508,0.337,0.156,0.114,0.090,0.079
Q9UBC3,DNA (cytosine-5)-methyltransferase 3B OS=Homo sapiens GN=DNMT3B PE=1 SV=1,DNMT3B,2,4,853,95.69,8.43,2,0.993,1.001,0.780,0.557,0.390,0.275,0.184,0.144,0.126,0.121
Q9UBD5,Isoform 2 of Origin recognition complex subunit 3 OS=Homo sapiens GN=ORC3,ORC3,8,16,712,82.272,7.61,8,0.993,1.029,0.883,0.500,0.262,0.179,0.106,0.061,0.057,0.061
Q9UBE0,SUMO-activating enzyme subunit 1 OS=Homo sapiens GN=SAE1 PE=1 SV=1,SAE1,23,178,346,38.426,5.3,65,0.993,0.987,0.969,0.880,0.734,0.477,0.208,0.117,0.073,0.069
Q9UBF1,Melanoma-associated antigen C2 OS=Homo sapiens GN=MAGEC2 PE=1 SV=1,MAGEC2,5,18,373,41.137,4.31,9,0.993,0.978,0.909,0.825,0.707,0.507,0.359,0.237,0.113,0.123
Q9UBF2,Coatomer subunit gamma-2 OS=Homo sapiens GN=COPG2 PE=1 SV=1,COPG2,30,92,871,97.56,5.81,29,0.993,0.994,0.967,0.866,0.687,0.404,0.194,0.121,0.095,0.083
Q9UBF8,Isoform 2 of Phosphatidylinositol 4-kinase beta OS=Homo sapiens GN=PI4KB,PI4KB,8,25,801,89.751,6.44,9,0.993,1.037,0.984,0.828,0.676,0.438,0.218,0.175,0.141,0.113
Q9UBI1,COMM domain-containing protein 3 OS=Homo sapiens GN=COMMD3 PE=1 SV=1,COMMD3,5,12,195,22.137,5.99,5,0.993,1.039,0.834,0.604,0.398,0.275,0.172,0.099,0.103,0.085
Q9UBK8,Methionine synthase reductase OS=Homo sapiens GN=MTRR PE=1 SV=3,MTRR,6,14,725,80.359,6.49,7,0.993,0.949,0.959,0.770,0.516,0.406,0.236,0.144,0.117,0.112
Q9UBK9,Protein UXT OS=Homo sapiens GN=UXT PE=1 SV=1,UXT,1,4,157,18.235,7.59,1,0.993,0.998,0.873,0.520,0.327,0.334,0.186,0.154,0.130,0.127
Q9UBL3,Set1/Ash2 histone methyltransferase complex subunit ASH2 OS=Homo sapiens GN=ASH2L PE=1 SV=1,ASH2L,15,51,628,68.679,5.69,20,0.993,0.953,0.956,0.764,0.496,0.265,0.132,0.088,0.060,0.064
Q9UBL6,Copine-7 OS=Homo sapiens GN=CPNE7 PE=2 SV=1,CPNE7,7,14,633,70.249,6.38,5,0.993,0.902,0.937,0.871,0.660,0.446,0.204,0.097,0.082,0.062
Q9UBP0,Spastin OS=Homo sapiens GN=SPAST PE=1 SV=1,SPAST,5,10,616,67.155,9.64,5,0.993,1.052,0.885,0.644,0.300,0.216,0.110,0.077,0.060,0.066
Q9UBP6,tRNA (guanine-N(7)-)-methyltransferase OS=Homo sapiens GN=METTL1 PE=1 SV=1,METTL1,7,22,276,31.451,7.64,10,0.993,0.999,1.005,0.924,0.832,0.727,0.490,0.171,0.085,0.075
Q9UBP9,PTB domain-containing engulfment adapter protein 1 OS=Homo sapiens GN=GULP1 PE=1 SV=1,GULP1,1,2,304,34.468,7.9,1,0.993,1.021,1.008,0.648,0.493,0.283,0.141,0.034,0.022,0.027
Q9UBQ5,Eukaryotic translation initiation factor 3 subunit K OS=Homo sapiens GN=EIF3K PE=1 SV=1,EIF3K,9,51,218,25.043,4.93,15,0.993,0.987,0.947,0.752,0.684,0.438,0.271,0.158,0.128,0.090
Q9UBQ7,Glyoxylate reductase/hydroxypyruvate reductase OS=Homo sapiens GN=GRHPR PE=1 SV=1,GRHPR,12,51,328,35.646,7.39,23,0.993,0.969,0.986,0.970,0.879,0.633,0.399,0.153,0.071,0.058
Q9UBR2,Cathepsin Z OS=Homo sapiens GN=CTSZ PE=1 SV=1,CTSZ,8,40,303,33.846,7.11,18,0.993,1.056,0.953,0.883,0.808,0.638,0.490,0.341,0.225,0.198
Q9UBS0,Ribosomal protein S6 kinase beta-2 OS=Homo sapiens GN=RPS6KB2 PE=1 SV=2,RPS6KB2,10,22,482,53.422,7.34,6,0.993,0.954,0.834,0.561,0.412,0.255,0.186,0.110,0.101,0.082
Q9UBS4,DnaJ homolog subfamily B member 11 OS=Homo sapiens GN=DNAJB11 PE=1 SV=1,DNAJB11,7,16,358,40.489,6.18,6,0.993,0.913,0.773,0.673,0.519,0.334,0.247,0.175,0.103,0.064
Q9UBS8,E3 ubiquitin-protein ligase RNF14 OS=Homo sapiens GN=RNF14 PE=1 SV=1,RNF14,2,4,474,53.802,4.75,2,0.993,0.905,0.943,0.824,0.448,0.140,0.026,0.006,0.004,0.021
Q9UBT2,SUMO-activating enzyme subunit 2 OS=Homo sapiens GN=UBA2 PE=1 SV=2,UBA2,30,254,640,71.179,5.29,94,0.993,0.980,0.971,0.884,0.748,0.466,0.170,0.100,0.066,0.063
Q9UBU9,Nuclear RNA export factor 1 OS=Homo sapiens GN=NXF1 PE=1 SV=1,NXF1,1,2,619,70.139,8.51,1,0.993,1.421,1.058,0.692,0.408,0.465,0.121,0.093,0.077,0.087
Q9UBV8,Peflin OS=Homo sapiens GN=PEF1 PE=1 SV=1,PEF1,5,12,284,30.361,6.54,7,0.993,1.077,0.973,0.874,0.700,0.543,0.284,0.164,0.117,0.117
Q9UBW7,Zinc finger MYM-type protein 2 OS=Homo sapiens GN=ZMYM2 PE=1 SV=1,ZMYM2,4,6,1377,154.81,6.34,2,0.993,0.969,0.815,0.630,0.501,0.350,0.277,0.139,0.143,0.117
Q9UBW8,COP9 signalosome complex subunit 7a OS=Homo sapiens GN=COPS7A PE=1 SV=1,COPS7A,10,28,275,30.258,8.22,12,0.993,1.004,0.965,0.859,0.730,0.588,0.425,0.195,0.119,0.078
Q9UDT6,CAP-Gly domain-containing linker protein 2 OS=Homo sapiens GN=CLIP2 PE=1 SV=1,CLIP2,4,10,1046,115.767,6.73,1,0.993,0.914,1.076,0.921,0.607,0.305,0.335,0.074,0.228,0.098
Q9UDY4,DnaJ homolog subfamily B member 4 OS=Homo sapiens GN=DNAJB4 PE=1 SV=1,DNAJB4,7,17,337,37.783,8.5,4,0.993,0.992,0.815,0.598,0.325,0.269,0.119,0.086,0.068,0.081
Q9UDY6,Tripartite motif-containing protein 10 OS=Homo sapiens GN=TRIM10 PE=2 SV=3,TRIM10,2,4,481,55.002,5.97,2,0.993,1.197,1.076,0.951,0.732,0.646,0.410,0.350,0.383,0.303
Q9UEE9,Craniofacial development protein 1 OS=Homo sapiens GN=CFDP1 PE=1 SV=1,CFDP1,14,71,299,33.573,4.81,30,0.993,0.951,0.969,0.911,0.900,0.721,0.684,0.605,0.546,0.432
Q9UEG4,Zinc finger protein 629 OS=Homo sapiens GN=ZNF629 PE=2 SV=2,ZNF629,3,5,869,96.559,7.93,2,0.993,1.142,0.853,0.684,0.611,0.517,0.274,0.273,0.204,0.140
Q9UER7,Death domain-associated protein 6 OS=Homo sapiens GN=DAXX PE=1 SV=2,DAXX,4,6,740,81.323,4.87,3,0.993,0.987,0.751,0.571,0.459,0.342,0.220,0.204,0.150,0.158
Q9UET6,Putative ribosomal RNA methyltransferase 1 OS=Homo sapiens GN=FTSJ1 PE=1 SV=2,FTSJ1,1,2,329,36.056,5.69,1,0.993,0.900,0.784,0.683,0.471,0.182,0.105,0.064,0.052,0.058
Q9UEY8,Gamma-adducin OS=Homo sapiens GN=ADD3 PE=1 SV=1,ADD3,18,56,706,79.105,6.32,26,0.993,1.055,0.949,0.872,0.795,0.675,0.509,0.425,0.293,0.246
Q9UFC0,Leucine-rich repeat and WD repeat-containing protein 1 OS=Homo sapiens GN=LRWD1 PE=1 SV=2,LRWD1,7,14,647,70.816,7.21,7,0.993,0.969,0.790,0.456,0.324,0.233,0.136,0.105,0.088,0.085
Q9UFN0,Protein NipSnap homolog 3A OS=Homo sapiens GN=NIPSNAP3A PE=1 SV=2,NIPSNAP3A,8,22,247,28.449,9.16,8,0.993,0.983,0.993,0.928,0.867,0.679,0.605,0.491,0.439,0.358
Q9UFW8,CGG triplet repeat-binding protein 1 OS=Homo sapiens GN=CGGBP1 PE=1 SV=2,CGGBP1,4,10,167,18.809,8.95,3,0.993,1.017,0.963,0.813,0.582,0.418,0.300,0.205,0.167,0.136
Q9UGI8,Testin OS=Homo sapiens GN=TES PE=1 SV=1,TES,15,59,421,47.964,7.68,28,0.993,0.999,0.949,0.876,0.782,0.475,0.225,0.118,0.079,0.065
Q9UGM6,"Tryptophan--tRNA ligase, mitochondrial OS=Homo sapiens GN=WARS2 PE=1 SV=1",WARS2,3,6,360,40.121,9.28,3,0.993,0.931,0.845,0.641,0.332,0.211,0.119,0.072,0.060,0.048
Q9UGP4,LIM domain-containing protein 1 OS=Homo sapiens GN=LIMD1 PE=1 SV=1,LIMD1,4,11,676,72.144,6.65,5,0.993,1.021,0.999,0.913,0.750,0.556,0.422,0.263,0.215,0.160
Q9UGR2,Zinc finger CCCH domain-containing protein 7B OS=Homo sapiens GN=ZC3H7B PE=1 SV=1,ZC3H7B,2,4,993,111.506,7.17,2,0.993,1.068,0.925,0.532,0.389,0.292,0.123,0.068,0.053,0.054
Q9UGU0,Transcription factor 20 OS=Homo sapiens GN=TCF20 PE=1 SV=3,TCF20,2,3,1960,211.641,9.04,1,0.993,0.976,0.932,0.832,0.604,0.600,0.435,0.383,0.301,0.244
Q9UH65,Switch-associated protein 70 OS=Homo sapiens GN=SWAP70 PE=1 SV=1,SWAP70,6,12,585,68.954,5.87,5,0.993,1.031,0.948,0.917,0.787,0.573,0.346,0.211,0.177,0.148
Q9UHA2,SS18-like protein 2 OS=Homo sapiens GN=SS18L2 PE=2 SV=1,SS18L2,1,2,77,8.829,5.83,1,0.993,1.005,0.927,0.647,0.567,0.430,0.345,0.263,0.227,0.226
Q9UHA3,Probable ribosome biogenesis protein RLP24 OS=Homo sapiens GN=RSL24D1 PE=1 SV=1,RSL24D1,1,2,163,19.608,9.98,1,0.993,0.993,1.031,0.938,0.829,0.696,0.486,0.340,0.317,0.286
Q9UHA4,Ragulator complex protein LAMTOR3 OS=Homo sapiens GN=LAMTOR3 PE=1 SV=1,LAMTOR3,3,6,124,13.614,7.34,3,0.993,1.022,0.983,0.943,0.832,0.580,0.674,0.705,0.670,0.667
Q9UHB6,Isoform 4 of LIM domain and actin-binding protein 1 OS=Homo sapiens GN=LIMA1,LIMA1,26,101,760,85.171,6.76,41,0.993,1.008,1.010,0.954,0.818,0.561,0.458,0.355,0.222,0.144
Q9UHB9,Signal recognition particle subunit SRP68 OS=Homo sapiens GN=SRP68 PE=1 SV=2,SRP68,19,70,627,70.686,8.56,25,0.993,1.005,0.908,0.671,0.332,0.204,0.086,0.063,0.051,0.061
Q9UHD1,Cysteine and histidine-rich domain-containing protein 1 OS=Homo sapiens GN=CHORDC1 PE=1 SV=2,CHORDC1,19,120,332,37.466,7.87,46,0.993,0.963,0.988,0.900,0.757,0.427,0.129,0.081,0.057,0.050
Q9UHD2,Serine/threonine-protein kinase TBK1 OS=Homo sapiens GN=TBK1 PE=1 SV=1,TBK1,3,6,729,83.589,6.79,2,0.993,0.991,0.827,0.647,0.378,0.298,0.142,0.132,0.074,0.071
Q9UHD8,Septin-9 OS=Homo sapiens GN=SEPT9 PE=1 SV=2,SEPT9,31,171,586,65.361,8.97,64,0.993,1.011,0.979,0.929,0.826,0.629,0.370,0.160,0.114,0.092
Q9UHD9,Ubiquilin-2 OS=Homo sapiens GN=UBQLN2 PE=1 SV=2,UBQLN2,12,89,624,65.655,5.22,5,0.993,0.981,0.914,0.893,0.892,0.625,0.583,0.466,0.362,0.307
Q9UHI6,Probable ATP-dependent RNA helicase DDX20 OS=Homo sapiens GN=DDX20 PE=1 SV=2,DDX20,15,43,824,92.183,6.95,14,0.993,0.937,0.815,0.554,0.362,0.220,0.103,0.061,0.039,0.041
Q9UHJ6,Sedoheptulokinase OS=Homo sapiens GN=SHPK PE=1 SV=3,SHPK,7,19,478,51.458,6.83,8,0.993,1.024,0.962,0.839,0.600,0.466,0.231,0.216,0.126,0.108
Q9UHL4,Dipeptidyl peptidase 2 OS=Homo sapiens GN=DPP7 PE=1 SV=3,DPP7,14,35,492,54.307,6.32,13,0.993,1.020,0.938,0.939,0.863,0.747,0.661,0.543,0.427,0.294
Q9UHP3,Ubiquitin carboxyl-terminal hydrolase 25 OS=Homo sapiens GN=USP25 PE=1 SV=4,USP25,7,13,1055,122.142,5.34,5,0.993,1.005,0.984,0.867,0.614,0.390,0.230,0.158,0.142,0.078
Q9UHQ1,Isoform 2 of Nuclear prelamin A recognition factor OS=Homo sapiens GN=NARF,NARF,7,25,502,56.125,7.08,3,0.993,1.002,0.901,0.763,0.549,0.307,0.143,0.084,0.038,0.045
Q9UHR4,Brain-specific angiogenesis inhibitor 1-associated protein 2-like protein 1 OS=Homo sapiens GN=BAIAP2L1 PE=1 SV=2,BAIAP2L1,19,67,511,56.847,8.68,28,0.993,0.955,0.931,0.810,0.725,0.512,0.375,0.242,0.133,0.088
Q9UHR6,Zinc finger HIT domain-containing protein 2 OS=Homo sapiens GN=ZNHIT2 PE=1 SV=1,ZNHIT2,2,4,403,42.857,5.99,2,0.993,0.909,0.684,0.417,0.253,0.166,0.109,0.057,0.046,0.057
Q9UHV7,Mediator of RNA polymerase II transcription subunit 13 OS=Homo sapiens GN=MED13 PE=1 SV=3,MED13,1,2,2174,239.144,5.64,1,0.993,0.958,1.118,0.802,0.512,0.168,-0.007,0.007,0.065,0.024
Q9UHV9,Prefoldin subunit 2 OS=Homo sapiens GN=PFDN2 PE=1 SV=1,PFDN2,10,60,154,16.638,6.58,26,0.993,0.991,0.957,0.886,0.783,0.589,0.487,0.393,0.258,0.191
Q9UHW5,Isoform 2 of GPN-loop GTPase 3 OS=Homo sapiens GN=GPN3,GPN3,2,16,294,33.924,4.6,8,0.993,0.945,0.961,0.910,0.883,0.615,0.626,0.474,0.270,0.251
Q9UHX1,Poly(U)-binding-splicing factor PUF60 OS=Homo sapiens GN=PUF60 PE=1 SV=1,PUF60,43,206,559,59.838,5.29,33,0.993,0.973,0.936,0.771,0.467,0.250,0.145,0.091,0.075,0.065
Q9UHY1,Nuclear receptor-binding protein OS=Homo sapiens GN=NRBP1 PE=1 SV=1,NRBP1,5,13,535,59.807,5.08,4,0.993,0.957,0.949,0.858,0.700,0.462,0.222,0.121,0.103,0.091
Q9UHY7,Enolase-phosphatase E1 OS=Homo sapiens GN=ENOPH1 PE=1 SV=1,ENOPH1,3,16,261,28.914,4.78,7,0.993,1.027,0.940,0.786,0.505,0.352,0.222,0.157,0.124,0.082
Q9UI08,Isoform 1 of Ena/VASP-like protein OS=Homo sapiens GN=EVL,EVL,2,6,418,44.764,8.84,3,0.993,0.867,0.806,0.584,0.310,0.157,0.104,0.080,0.054,0.032
Q9UI10,Isoform 2 of Translation initiation factor eIF-2B subunit delta OS=Homo sapiens GN=EIF2B4,EIF2B4,17,42,543,59.578,9.42,2,0.993,0.905,0.804,0.799,0.584,0.330,0.111,0.088,0.070,0.053
Q9UI12,V-type proton ATPase subunit H OS=Homo sapiens GN=ATP6V1H PE=1 SV=1,ATP6V1H,17,53,483,55.847,6.48,21,0.993,0.997,0.928,0.792,0.614,0.413,0.207,0.106,0.095,0.072
Q9UI26,Isoform 2 of Importin-11 OS=Homo sapiens GN=IPO11,IPO11,20,55,1015,116.932,5.41,15,0.993,1.050,0.953,0.912,0.752,0.445,0.234,0.142,0.088,0.076
Q9UI30,tRNA methyltransferase 112 homolog OS=Homo sapiens GN=TRMT112 PE=1 SV=1,TRMT112,8,64,125,14.19,5.26,21,0.993,0.985,0.938,0.926,0.805,0.606,0.467,0.322,0.250,0.200
Q9UI43,Putative ribosomal RNA methyltransferase 2 OS=Homo sapiens GN=FTSJ2 PE=1 SV=1,FTSJ2,4,8,246,27.406,9.5,4,0.993,0.946,0.934,0.694,0.402,0.188,0.082,0.048,0.034,0.052
Q9UIC8,Isoform 2 of Leucine carboxyl methyltransferase 1 OS=Homo sapiens GN=LCMT1,LCMT1,9,21,357,41.079,7.01,5,0.993,1.015,0.932,0.867,0.686,0.528,0.197,0.121,0.091,0.068
Q9UID3,Vacuolar protein sorting-associated protein 51 homolog OS=Homo sapiens GN=VPS51 PE=1 SV=2,VPS51,3,10,782,85.988,6.47,5,0.993,1.190,0.916,0.771,0.484,0.506,0.167,0.192,0.122,0.107
Q9UID6,Zinc finger protein 639 OS=Homo sapiens GN=ZNF639 PE=1 SV=1,ZNF639,2,4,485,56.018,5.57,2,0.993,0.945,0.638,0.400,0.266,0.127,0.068,0.021,0.037,0.031
Q9UII2,"ATPase inhibitor, mitochondrial OS=Homo sapiens GN=ATPIF1 PE=1 SV=1",ATPIF1,6,27,106,12.241,9.35,11,0.993,0.917,0.909,0.919,0.812,0.651,0.675,0.624,0.628,0.508
Q9UIJ7,"GTP:AMP phosphotransferase, mitochondrial OS=Homo sapiens GN=AK3 PE=1 SV=4",AK3,14,49,227,25.55,9.16,19,0.993,0.951,0.994,0.957,0.924,0.707,0.580,0.343,0.121,0.085
Q9UIM3,FK506-binding protein-like OS=Homo sapiens GN=FKBPL PE=1 SV=1,FKBPL,10,20,349,38.152,5.5,9,0.993,1.010,0.916,0.798,0.682,0.513,0.275,0.193,0.161,0.137
Q9UIV1,CCR4-NOT transcription complex subunit 7 OS=Homo sapiens GN=CNOT7 PE=1 SV=3,CNOT7,4,14,285,32.724,4.84,4,0.993,1.013,0.984,0.740,0.491,0.319,0.160,0.112,0.086,0.082
Q9UIW2,Plexin-A1 OS=Homo sapiens GN=PLXNA1 PE=1 SV=3,PLXNA1,1,2,1896,210.933,6.92,1,0.993,1.076,1.090,1.203,1.147,0.907,1.050,0.775,0.801,0.636
Q9UJ41,Rab5 GDP/GTP exchange factor OS=Homo sapiens GN=RABGEF1 PE=1 SV=2,RABGEF1,4,8,708,79.321,6.81,4,0.993,1.008,0.941,0.831,0.696,0.468,0.404,0.273,0.222,0.213
Q9UJ68,Mitochondrial peptide methionine sulfoxide reductase OS=Homo sapiens GN=MSRA PE=1 SV=1,MSRA,2,4,235,26.116,8.09,2,0.993,0.966,0.881,0.566,0.234,0.151,0.071,0.041,0.038,0.030
Q9UJ70,Isoform 2 of N-acetyl-D-glucosamine kinase OS=Homo sapiens GN=NAGK,NAGK,6,15,390,42.011,6.68,7,0.993,1.058,0.928,0.907,0.729,0.643,0.457,0.322,0.198,0.180
Q9UJ83,2-hydroxyacyl-CoA lyase 1 OS=Homo sapiens GN=HACL1 PE=1 SV=2,HACL1,8,25,578,63.687,7.36,9,0.993,1.038,0.970,0.910,0.808,0.637,0.514,0.353,0.248,0.137
Q9UJA5,tRNA (adenine(58)-N(1))-methyltransferase non-catalytic subunit TRM6 OS=Homo sapiens GN=TRMT6 PE=1 SV=1,TRMT6,11,28,497,55.764,7.55,11,0.993,0.997,0.954,0.961,0.836,0.598,0.422,0.244,0.158,0.088
Q9UJC3,Protein Hook homolog 1 OS=Homo sapiens GN=HOOK1 PE=1 SV=2,HOOK1,3,6,728,84.595,5.15,3,0.993,0.981,0.819,0.593,0.326,0.241,0.116,0.083,0.073,0.061
