Accession,Description,GeneName,Peptides.MTX,PSMs.MTX,AAs.MTX,MW.kDA.MTX,pI.MTX,QuantifyingPSMs.MTX,T37,T40,T43,T46,T49,T52,T55,T58,T61,T64
Q9UPW6,DNA-binding protein SATB2 OS=Homo sapiens GN=SATB2 PE=1 SV=2,SATB2,3,6,733,82.504,6.9,3,0.996,0.989,0.877,0.623,0.561,0.359,0.304,0.214,0.151,0.134
Q9UPY3,Endoribonuclease Dicer OS=Homo sapiens GN=DICER1 PE=1 SV=3,DICER1,7,15,1922,218.542,5.68,6,0.996,1.061,0.906,0.821,0.543,0.370,0.212,0.150,0.122,0.099
Q9UPY8,Isoform 2 of Microtubule-associated protein RP/EB family member 3 OS=Homo sapiens GN=MAPRE3,MAPRE3,20,94,281,31.962,5.54,6,0.996,1.023,0.946,0.878,0.612,0.344,0.144,0.069,0.071,0.045
Q9UQ13,Leucine-rich repeat protein SHOC-2 OS=Homo sapiens GN=SHOC2 PE=1 SV=2,SHOC2,6,12,582,64.847,8.46,6,0.996,0.988,0.926,0.920,0.795,0.508,0.286,0.166,0.105,0.090
Q9UQ35,Serine/arginine repetitive matrix protein 2 OS=Homo sapiens GN=SRRM2 PE=1 SV=2,SRRM2,33,84,2752,299.438,12.06,39,0.996,0.973,0.836,0.722,0.635,0.478,0.356,0.280,0.186,0.143
Q9UQ80,Proliferation-associated protein 2G4 OS=Homo sapiens GN=PA2G4 PE=1 SV=3,PA2G4,35,352,394,43.759,6.55,146,0.996,0.985,0.992,0.939,0.700,0.432,0.240,0.117,0.084,0.072
Q9UQB8,Brain-specific angiogenesis inhibitor 1-associated protein 2 OS=Homo sapiens GN=BAIAP2 PE=1 SV=1,BAIAP2,25,66,552,60.83,8.9,16,0.996,1.037,0.939,0.869,0.635,0.414,0.265,0.145,0.107,0.088
Q9UQC2,GRB2-associated-binding protein 2 OS=Homo sapiens GN=GAB2 PE=1 SV=1,GAB2,3,7,676,74.411,8.31,3,0.996,1.044,0.955,0.904,0.681,0.539,0.407,0.246,0.181,0.142
Q9UQE7,Structural maintenance of chromosomes protein 3 OS=Homo sapiens GN=SMC3 PE=1 SV=2,SMC3,59,196,1217,141.454,7.18,72,0.996,1.041,1.015,0.935,0.757,0.543,0.290,0.133,0.107,0.102
Q9UQN3,Charged multivesicular body protein 2b OS=Homo sapiens GN=CHMP2B PE=1 SV=1,CHMP2B,8,28,213,23.891,8.76,14,0.996,0.972,1.002,0.943,0.927,0.678,0.637,0.442,0.311,0.262
Q9Y221,60S ribosome subunit biogenesis protein NIP7 homolog OS=Homo sapiens GN=NIP7 PE=1 SV=1,NIP7,1,2,180,20.449,8.51,1,0.996,0.959,0.934,0.938,0.793,0.646,0.426,0.329,0.261,0.266
Q9Y223,Isoform 2 of Bifunctional UDP-N-acetylglucosamine 2-epimerase/N-acetylmannosamine kinase OS=Homo sapiens GN=GNE,GNE,21,59,753,83.013,6.93,20,0.996,1.008,1.009,0.932,0.897,0.688,0.520,0.225,0.118,0.096
Q9Y224,UPF0568 protein C14orf166 OS=Homo sapiens GN=C14orf166 PE=1 SV=1,C14orf166,18,73,244,28.051,6.65,33,0.996,0.965,0.980,0.892,0.643,0.400,0.272,0.174,0.109,0.096
Q9Y230,RuvB-like 2 OS=Homo sapiens GN=RUVBL2 PE=1 SV=3,RUVBL2,32,214,463,51.125,5.64,95,0.996,0.975,0.965,0.840,0.736,0.608,0.583,0.440,0.286,0.194
Q9Y232,Chromodomain Y-like protein OS=Homo sapiens GN=CDYL PE=1 SV=2,CDYL,5,10,598,66.44,9.45,5,0.996,0.986,0.948,0.796,0.598,0.441,0.314,0.257,0.157,0.113
Q9Y237,Isoform 2 of Peptidyl-prolyl cis-trans isomerase NIMA-interacting 4 OS=Homo sapiens GN=PIN4,PIN4,4,18,156,16.598,9.96,8,0.996,0.967,0.918,0.906,0.746,0.562,0.412,0.231,0.170,0.163
Q9Y244,Proteasome maturation protein OS=Homo sapiens GN=POMP PE=1 SV=1,POMP,7,26,141,15.779,5.11,10,0.996,1.024,0.987,0.956,0.798,0.628,0.402,0.247,0.136,0.112
Q9Y248,DNA replication complex GINS protein PSF2 OS=Homo sapiens GN=GINS2 PE=1 SV=1,GINS2,2,3,185,21.414,5.44,2,0.996,0.912,0.904,0.876,0.746,0.430,0.231,0.097,0.107,0.121
Q9Y263,Phospholipase A-2-activating protein OS=Homo sapiens GN=PLAA PE=1 SV=2,PLAA,16,39,795,87.101,6.37,15,0.996,0.979,0.901,0.728,0.413,0.250,0.135,0.095,0.067,0.065
Q9Y265,RuvB-like 1 OS=Homo sapiens GN=RUVBL1 PE=1 SV=1,RUVBL1,27,165,456,50.196,6.42,74,0.996,0.986,0.959,0.858,0.786,0.656,0.648,0.469,0.305,0.181
Q9Y266,Nuclear migration protein nudC OS=Homo sapiens GN=NUDC PE=1 SV=1,NUDC,34,517,331,38.219,5.38,187,0.996,0.975,0.995,0.943,0.790,0.502,0.214,0.101,0.083,0.070
Q9Y281,Cofilin-2 OS=Homo sapiens GN=CFL2 PE=1 SV=1,CFL2,8,64,166,18.725,7.88,6,0.996,1.045,0.998,0.823,0.791,0.637,0.472,0.252,0.139,0.122
Q9Y294,Histone chaperone ASF1A OS=Homo sapiens GN=ASF1A PE=1 SV=1,ASF1A,7,29,204,22.954,4.41,10,0.996,0.956,0.968,0.861,0.670,0.457,0.229,0.157,0.116,0.101
Q9Y295,Developmentally-regulated GTP-binding protein 1 OS=Homo sapiens GN=DRG1 PE=1 SV=1,DRG1,20,72,367,40.517,8.9,26,0.996,1.041,0.969,0.963,0.868,0.660,0.416,0.192,0.103,0.074
Q9Y296,Trafficking protein particle complex subunit 4 OS=Homo sapiens GN=TRAPPC4 PE=1 SV=1,TRAPPC4,8,17,219,24.325,6.21,5,0.996,0.943,0.877,0.750,0.572,0.392,0.304,0.134,0.098,0.075
Q9Y2A7,Isoform 2 of Nck-associated protein 1 OS=Homo sapiens GN=NCKAP1,NCKAP1,26,99,1134,129.433,6.68,39,0.996,0.983,0.972,0.930,0.803,0.497,0.189,0.121,0.087,0.078
Q9Y2B9,cAMP-dependent protein kinase inhibitor gamma OS=Homo sapiens GN=PKIG PE=1 SV=1,PKIG,2,4,76,7.906,4.25,2,0.996,1.196,0.981,0.972,0.826,0.678,0.509,0.441,0.387,0.396
Q9Y2G5,GDP-fucose protein O-fucosyltransferase 2 OS=Homo sapiens GN=POFUT2 PE=1 SV=3,POFUT2,4,8,429,49.944,6.6,2,0.996,1.121,0.800,0.753,0.470,0.456,0.226,0.190,0.193,0.128
Q9Y2H0,Disks large-associated protein 4 OS=Homo sapiens GN=DLGAP4 PE=1 SV=3,DLGAP4,14,41,992,107.945,7.08,19,0.996,0.972,0.996,0.925,0.937,0.749,0.636,0.418,0.235,0.159
Q9Y2I1,Nischarin OS=Homo sapiens GN=NISCH PE=1 SV=3,NISCH,5,10,1504,166.524,5.14,4,0.996,1.025,0.944,0.807,0.492,0.306,0.164,0.145,0.120,0.105
Q9Y2I7,1-phosphatidylinositol 3-phosphate 5-kinase OS=Homo sapiens GN=PIKFYVE PE=1 SV=3,PIKFYVE,8,16,2098,236.986,6.7,7,0.996,0.971,0.917,0.806,0.569,0.329,0.163,0.131,0.096,0.123
Q9Y2I8,WD repeat-containing protein 37 OS=Homo sapiens GN=WDR37 PE=2 SV=2,WDR37,6,14,494,54.632,7.23,7,0.996,1.026,0.950,0.865,0.683,0.525,0.236,0.163,0.096,0.080
Q9Y2J2,Isoform B of Band 4.1-like protein 3 OS=Homo sapiens GN=EPB41L3,EPB41L3,4,22,1087,120.603,5.19,1,0.996,1.013,0.947,0.987,1.132,0.826,0.664,0.195,0.124,0.119
Q9Y2L1,Exosome complex exonuclease RRP44 OS=Homo sapiens GN=DIS3 PE=1 SV=2,DIS3,25,63,958,108.934,7.14,21,0.996,0.955,0.855,0.527,0.326,0.189,0.124,0.065,0.064,0.061
Q9Y2L5,Trafficking protein particle complex subunit 8 OS=Homo sapiens GN=TRAPPC8 PE=1 SV=2,TRAPPC8,10,20,1435,160.896,6.87,7,0.996,0.881,0.921,0.841,0.566,0.320,0.194,0.123,0.105,0.070
Q9Y2Q3,Glutathione S-transferase kappa 1 OS=Homo sapiens GN=GSTK1 PE=1 SV=3,GSTK1,13,45,226,25.48,8.41,21,0.996,0.985,0.989,0.957,0.855,0.467,0.173,0.103,0.092,0.076
Q9Y2Q5,Isoform 2 of Ragulator complex protein LAMTOR2 OS=Homo sapiens GN=LAMTOR2,LAMTOR2,7,33,125,13.499,5.4,14,0.996,0.981,0.967,0.905,0.853,0.741,0.576,0.569,0.498,0.456
Q9Y2Q9,"28S ribosomal protein S28, mitochondrial OS=Homo sapiens GN=MRPS28 PE=1 SV=1",MRPS28,3,9,187,20.83,9.1,2,0.996,0.993,0.913,0.734,0.555,0.367,0.189,0.099,0.067,0.077
Q9Y2R4,Probable ATP-dependent RNA helicase DDX52 OS=Homo sapiens GN=DDX52 PE=1 SV=3,DDX52,3,5,599,67.456,9.67,1,0.996,0.998,1.106,0.820,0.546,0.358,0.257,0.196,0.213,0.161
Q9Y2S0,DNA-directed RNA polymerases I and III subunit RPAC2 OS=Homo sapiens GN=POLR1D PE=1 SV=1,POLR1D,5,10,133,15.227,5.8,3,0.996,1.008,0.877,0.705,0.494,0.303,0.211,0.139,0.125,0.123
Q9Y2S6,Translation machinery-associated protein 7 OS=Homo sapiens GN=TMA7 PE=1 SV=1,TMA7,2,12,64,7.062,9.99,5,0.996,0.951,1.015,0.995,0.966,0.790,0.855,0.830,0.700,0.676
Q9Y2S7,Polymerase delta-interacting protein 2 OS=Homo sapiens GN=POLDIP2 PE=1 SV=1,POLDIP2,11,24,368,42.007,8.63,9,0.996,0.967,0.869,0.699,0.616,0.394,0.264,0.144,0.126,0.105
Q9Y2T2,AP-3 complex subunit mu-1 OS=Homo sapiens GN=AP3M1 PE=1 SV=1,AP3M1,12,32,418,46.909,6.93,15,0.996,0.991,0.999,0.931,0.614,0.290,0.193,0.125,0.086,0.072
Q9Y2U5,Mitogen-activated protein kinase kinase kinase 2 OS=Homo sapiens GN=MAP3K2 PE=1 SV=2,MAP3K2,3,7,619,69.697,8,4,0.996,0.997,0.919,0.816,0.641,0.350,0.181,0.117,0.086,0.086
Q9Y2U8,Inner nuclear membrane protein Man1 OS=Homo sapiens GN=LEMD3 PE=1 SV=2,LEMD3,6,12,911,99.935,7.55,6,0.996,1.070,0.928,0.910,0.773,0.633,0.551,0.424,0.305,0.150
Q9Y2V2,Calcium-regulated heat stable protein 1 OS=Homo sapiens GN=CARHSP1 PE=1 SV=2,CARHSP1,5,26,147,15.882,8.21,12,0.996,0.886,0.990,0.954,0.870,0.641,0.508,0.271,0.192,0.163
Q9Y2V7,Conserved oligomeric Golgi complex subunit 6 OS=Homo sapiens GN=COG6 PE=1 SV=2,COG6,5,9,657,73.233,5.76,3,0.996,1.021,0.847,0.619,0.433,0.323,0.198,0.137,0.107,0.112
Q9Y2W1,Thyroid hormone receptor-associated protein 3 OS=Homo sapiens GN=THRAP3 PE=1 SV=2,THRAP3,28,107,955,108.601,10.15,39,0.996,0.965,0.924,0.848,0.698,0.523,0.432,0.310,0.168,0.126
Q9Y2W2,WW domain-binding protein 11 OS=Homo sapiens GN=WBP11 PE=1 SV=1,WBP11,25,86,641,69.954,8.38,35,0.996,0.994,1.004,0.971,0.885,0.703,0.555,0.378,0.276,0.220
Q9Y2X0,Mediator of RNA polymerase II transcription subunit 16 OS=Homo sapiens GN=MED16 PE=1 SV=2,MED16,6,12,877,96.731,7.37,6,0.996,0.945,0.922,0.851,0.599,0.420,0.263,0.159,0.123,0.105
Q9Y2X3,Nucleolar protein 58 OS=Homo sapiens GN=NOP58 PE=1 SV=1,NOP58,8,15,529,59.541,8.92,5,0.996,1.003,0.861,0.752,0.593,0.450,0.274,0.194,0.152,0.123
Q9Y2X7,Isoform 3 of ARF GTPase-activating protein GIT1 OS=Homo sapiens GN=GIT1,GIT1,6,13,770,85.393,7.01,4,0.996,1.030,0.962,0.785,0.520,0.366,0.250,0.199,0.176,0.139
Q9Y2Y0,ADP-ribosylation factor-like protein 2-binding protein OS=Homo sapiens GN=ARL2BP PE=1 SV=1,ARL2BP,3,23,163,18.81,4.35,8,0.996,0.952,0.874,0.761,0.549,0.285,0.195,0.102,0.105,0.114
Q9Y2Y1,DNA-directed RNA polymerase III subunit RPC10 OS=Homo sapiens GN=POLR3K PE=1 SV=2,POLR3K,2,6,108,12.328,7.83,3,0.996,1.009,0.922,0.750,0.572,0.547,0.665,0.652,0.538,0.525
Q9Y2Z0,Suppressor of G2 allele of SKP1 homolog OS=Homo sapiens GN=SUGT1 PE=1 SV=3,SUGT1,28,168,365,40.998,5.16,70,0.996,0.962,0.982,0.886,0.703,0.455,0.282,0.136,0.100,0.089
Q9Y2Z4,"Tyrosine--tRNA ligase, mitochondrial OS=Homo sapiens GN=YARS2 PE=1 SV=2",YARS2,2,4,477,53.166,8.98,1,0.996,0.950,0.587,0.386,0.337,0.245,0.273,0.184,0.211,0.240
Q9Y2Z9,Ubiquinone biosynthesis monooxygenase COQ6 OS=Homo sapiens GN=COQ6 PE=1 SV=2,COQ6,4,7,468,50.838,7.3,3,0.996,0.866,0.886,0.813,0.787,0.571,0.506,0.312,0.181,0.122
Q9Y303,Isoform 3 of Putative N-acetylglucosamine-6-phosphate deacetylase OS=Homo sapiens GN=AMDHD2,AMDHD2,3,8,594,63.555,7.53,3,0.996,0.955,0.990,0.894,0.828,0.629,0.446,0.308,0.184,0.146
Q9Y305,"Isoform 4 of Acyl-coenzyme A thioesterase 9, mitochondrial OS=Homo sapiens GN=ACOT9",ACOT9,11,24,448,50.818,8.53,10,0.996,0.974,0.980,0.917,0.812,0.544,0.270,0.157,0.141,0.124
Q9Y314,Nitric oxide synthase-interacting protein OS=Homo sapiens GN=NOSIP PE=1 SV=1,NOSIP,8,26,301,33.151,8.82,12,0.996,0.880,0.720,0.271,0.218,0.111,0.079,0.042,0.072,0.069
Q9Y315,Putative deoxyribose-phosphate aldolase OS=Homo sapiens GN=DERA PE=1 SV=2,DERA,6,13,318,35.208,8.94,7,0.996,0.983,0.983,1.024,0.958,0.693,0.665,0.588,0.446,0.149
Q9Y333,U6 snRNA-associated Sm-like protein LSm2 OS=Homo sapiens GN=LSM2 PE=1 SV=1,LSM2,7,70,95,10.828,6.52,30,0.996,0.928,1.037,1.031,0.979,0.698,0.707,0.590,0.483,0.443
Q9Y371,Isoform 2 of Endophilin-B1 OS=Homo sapiens GN=SH3GLB1,SH3GLB1,9,22,386,43.169,5.68,7,0.996,1.040,0.904,0.708,0.413,0.244,0.134,0.078,0.065,0.058
Q9Y375,"Complex I intermediate-associated protein 30, mitochondrial OS=Homo sapiens GN=NDUFAF1 PE=1 SV=2",NDUFAF1,2,4,327,37.74,7.64,2,0.996,0.968,0.718,0.559,0.482,0.426,0.349,0.324,0.290,0.195
Q9Y376,Calcium-binding protein 39 OS=Homo sapiens GN=CAB39 PE=1 SV=1,CAB39,26,158,341,39.844,6.89,48,0.996,0.970,1.017,0.951,0.909,0.725,0.642,0.409,0.142,0.100
Q9Y383,Putative RNA-binding protein Luc7-like 2 OS=Homo sapiens GN=LUC7L2 PE=1 SV=2,LUC7L2,25,131,392,46.486,10.01,23,0.996,1.003,0.918,0.780,0.458,0.267,0.155,0.127,0.097,0.085
Q9Y399,"28S ribosomal protein S2, mitochondrial OS=Homo sapiens GN=MRPS2 PE=1 SV=1",MRPS2,5,10,296,33.228,9.26,3,0.996,0.942,0.922,0.804,0.640,0.393,0.139,0.098,0.076,0.075
Q9Y3A3,MOB-like protein phocein OS=Homo sapiens GN=MOB4 PE=1 SV=1,MOB4,10,40,225,26.016,5.78,11,0.996,1.004,0.971,0.915,0.843,0.590,0.326,0.136,0.094,0.083
Q9Y3A5,Ribosome maturation protein SBDS OS=Homo sapiens GN=SBDS PE=1 SV=4,SBDS,19,91,250,28.745,8.75,33,0.996,0.965,0.944,0.848,0.566,0.301,0.188,0.115,0.097,0.089
Q9Y3B2,Exosome complex component CSL4 OS=Homo sapiens GN=EXOSC1 PE=1 SV=1,EXOSC1,6,18,195,21.438,8.24,5,0.996,1.015,0.988,0.885,0.463,0.292,0.189,0.125,0.093,0.092
Q9Y3B4,Pre-mRNA branch site protein p14 OS=Homo sapiens GN=SF3B14 PE=1 SV=1,SF3B14,6,16,125,14.576,9.38,7,0.996,0.987,1.026,0.835,0.583,0.402,0.210,0.144,0.109,0.085
Q9Y3B7,"39S ribosomal protein L11, mitochondrial OS=Homo sapiens GN=MRPL11 PE=1 SV=1",MRPL11,10,21,192,20.67,9.91,7,0.996,0.910,0.879,0.774,0.574,0.337,0.199,0.123,0.107,0.082
Q9Y3B8,"Oligoribonuclease, mitochondrial OS=Homo sapiens GN=REXO2 PE=1 SV=3",REXO2,15,79,237,26.816,6.87,33,0.996,0.974,0.946,0.965,0.944,0.812,0.765,0.707,0.659,0.634
Q9Y3B9,RRP15-like protein OS=Homo sapiens GN=RRP15 PE=1 SV=2,RRP15,11,39,282,31.465,5.52,13,0.996,0.980,1.077,1.018,1.132,1.008,1.115,0.877,0.664,0.623
Q9Y3C4,Isoform 3 of TP53RK-binding protein OS=Homo sapiens GN=TPRKB,TPRKB,2,8,214,23.839,7.37,1,0.996,0.918,0.997,0.972,0.972,0.732,0.673,0.308,0.109,0.072
Q9Y3C6,Peptidyl-prolyl cis-trans isomerase-like 1 OS=Homo sapiens GN=PPIL1 PE=1 SV=1,PPIL1,10,81,166,18.225,7.99,25,0.996,0.956,0.859,0.594,0.460,0.295,0.199,0.128,0.095,0.097
Q9Y3C8,Ubiquitin-fold modifier-conjugating enzyme 1 OS=Homo sapiens GN=UFC1 PE=1 SV=3,UFC1,9,27,167,19.446,7.4,12,0.996,0.992,0.959,0.940,0.904,0.714,0.587,0.394,0.234,0.135
Q9Y3D0,Mitotic spindle-associated MMXD complex subunit MIP18 OS=Homo sapiens GN=FAM96B PE=1 SV=1,FAM96B,2,5,163,17.652,5.19,1,0.996,1.008,0.863,0.722,0.400,0.292,0.145,0.087,0.100,0.062
Q9Y3D3,"28S ribosomal protein S16, mitochondrial OS=Homo sapiens GN=MRPS16 PE=1 SV=1",MRPS16,1,2,137,15.335,9.5,1,0.996,0.911,0.913,0.785,0.696,0.438,0.217,0.149,0.094,0.076
Q9Y3D6,Mitochondrial fission 1 protein OS=Homo sapiens GN=FIS1 PE=1 SV=2,FIS1,4,18,152,16.927,8.79,7,0.996,1.076,1.083,1.027,0.961,0.807,0.677,0.620,0.563,0.529
Q9Y3D8,Adenylate kinase isoenzyme 6 OS=Homo sapiens GN=TAF9 PE=1 SV=1,TAF9,3,11,172,20.049,4.58,3,0.996,0.939,0.808,0.582,0.443,0.298,0.213,0.149,0.137,0.132
Q9Y3D9,"28S ribosomal protein S23, mitochondrial OS=Homo sapiens GN=MRPS23 PE=1 SV=2",MRPS23,3,6,190,21.757,8.9,3,0.996,0.991,0.974,0.863,0.735,0.430,0.293,0.190,0.167,0.124
Q9Y3E1,Hepatoma-derived growth factor-related protein 3 OS=Homo sapiens GN=HDGFRP3 PE=1 SV=1,HDGFRP3,8,63,203,22.606,7.99,11,0.996,0.944,0.909,0.801,0.718,0.539,0.454,0.361,0.300,0.252
Q9Y3E2,BolA-like protein 1 OS=Homo sapiens GN=BOLA1 PE=1 SV=1,BOLA1,3,8,137,14.28,7.96,4,0.996,0.943,0.968,0.786,0.612,0.433,0.348,0.265,0.238,0.212
Q9Y3E7,Isoform 3 of Charged multivesicular body protein 3 OS=Homo sapiens GN=CHMP3,CHMP3,8,18,222,25.057,5.12,7,0.996,0.957,0.891,0.911,0.727,0.506,0.253,0.145,0.116,0.104
Q9Y3I0,tRNA-splicing ligase RtcB homolog OS=Homo sapiens GN=C22orf28 PE=1 SV=1,C22orf28,35,183,505,55.175,7.23,65,0.996,0.972,0.964,0.918,0.732,0.504,0.410,0.246,0.112,0.077
Q9Y3P9,Rab GTPase-activating protein 1 OS=Homo sapiens GN=RABGAP1 PE=1 SV=3,RABGAP1,18,38,1069,121.66,5.25,13,0.996,1.066,0.976,0.889,0.663,0.471,0.230,0.171,0.140,0.105
Q9Y3Q8,TSC22 domain family protein 4 OS=Homo sapiens GN=TSC22D4 PE=1 SV=2,TSC22D4,20,60,395,41.001,7.21,19,0.996,0.980,0.988,0.908,0.703,0.470,0.311,0.196,0.143,0.136
Q9Y3S1,Serine/threonine-protein kinase WNK2 OS=Homo sapiens GN=WNK2 PE=1 SV=4,WNK2,10,30,2297,242.525,6.13,8,0.996,0.973,0.894,0.756,0.551,0.363,0.275,0.182,0.164,0.125
Q9Y3S2,Zinc finger protein 330 OS=Homo sapiens GN=ZNF330 PE=1 SV=1,ZNF330,6,19,320,36.177,6.16,5,0.996,0.929,0.955,0.626,0.479,0.337,0.235,0.155,0.150,0.116
Q9Y3T9,Nucleolar complex protein 2 homolog OS=Homo sapiens GN=NOC2L PE=1 SV=4,NOC2L,2,4,749,84.866,5.62,1,0.996,1.081,1.013,0.950,0.629,0.365,0.278,0.166,0.172,0.153
Q9Y3U8,60S ribosomal protein L36 OS=Homo sapiens GN=RPL36 PE=1 SV=3,RPL36,8,86,105,12.246,11.59,33,0.996,1.032,1.138,1.202,1.097,0.832,0.645,0.354,0.127,0.082
Q9Y3X0,Coiled-coil domain-containing protein 9 OS=Homo sapiens GN=CCDC9 PE=1 SV=1,CCDC9,10,28,531,59.667,5.4,12,0.996,1.014,0.979,0.904,0.802,0.676,0.586,0.534,0.571,0.563
Q9Y3Y2,Isoform 2 of Chromatin target of PRMT1 protein OS=Homo sapiens GN=CHTOP,CHTOP,4,14,249,26.508,12.23,4,0.996,1.033,0.996,0.984,0.882,0.773,0.468,0.267,0.103,0.080
Q9Y3Z3,SAM domain and HD domain-containing protein 1 OS=Homo sapiens GN=SAMHD1 PE=1 SV=2,SAMHD1,13,27,626,72.155,7.14,10,0.996,0.967,0.853,0.728,0.565,0.372,0.253,0.155,0.116,0.105
Q9Y421,Protein FAM32A OS=Homo sapiens GN=FAM32A PE=1 SV=2,FAM32A,3,8,112,13.17,9.99,4,0.996,1.049,1.073,0.933,0.872,0.684,0.494,0.413,0.250,0.218
Q9Y446,Plakophilin-3 OS=Homo sapiens GN=PKP3 PE=1 SV=1,PKP3,7,12,797,87.029,9.32,4,0.996,1.036,0.861,0.560,0.379,0.275,0.152,0.107,0.092,0.086
Q9Y448,Small kinetochore-associated protein OS=Homo sapiens GN=KNSTRN PE=1 SV=2,KNSTRN,9,28,316,35.416,6.3,11,0.996,1.017,0.869,0.589,0.465,0.342,0.239,0.174,0.121,0.109
Q9Y450,HBS1-like protein OS=Homo sapiens GN=HBS1L PE=1 SV=1,HBS1L,43,174,684,75.426,6.61,69,0.996,0.960,0.957,0.882,0.642,0.380,0.176,0.102,0.079,0.061
Q9Y467,Sal-like protein 2 OS=Homo sapiens GN=SALL2 PE=1 SV=4,SALL2,3,6,1007,105.244,6.3,3,0.996,0.845,0.509,0.298,0.240,0.138,0.105,0.047,0.056,0.057
Q9Y478,5'-AMP-activated protein kinase subunit beta-1 OS=Homo sapiens GN=PRKAB1 PE=1 SV=4,PRKAB1,4,14,270,30.363,6.4,7,0.996,0.985,0.984,0.842,0.627,0.424,0.223,0.140,0.126,0.099
Q9Y490,Talin-1 OS=Homo sapiens GN=TLN1 PE=1 SV=3,TLN1,145,899,2541,269.599,6.07,320,0.996,1.000,0.983,0.931,0.589,0.296,0.141,0.085,0.077,0.066
Q9Y4B6,Protein VPRBP OS=Homo sapiens GN=VPRBP PE=1 SV=3,VPRBP,14,30,1507,168.9,5.06,12,0.996,1.020,0.942,0.871,0.730,0.506,0.274,0.208,0.164,0.120
Q9Y4C1,Lysine-specific demethylase 3A OS=Homo sapiens GN=KDM3A PE=1 SV=4,KDM3A,5,8,1321,147.248,8.07,3,0.996,1.034,1.000,0.778,0.525,0.354,0.200,0.109,0.097,0.105
Q9Y4C2,Protein FAM115A OS=Homo sapiens GN=FAM115A PE=1 SV=3,FAM115A,21,61,921,102.061,6.54,21,0.996,0.962,0.894,0.688,0.478,0.306,0.192,0.111,0.096,0.088
Q9Y4E5,Isoform 3 of Zinc finger protein 451 OS=Homo sapiens GN=ZNF451,ZNF451,1,2,1061,121.406,6.77,1,0.996,0.836,0.365,0.191,0.185,0.182,0.055,0.029,0.062,0.045
Q9Y4E8,Ubiquitin carboxyl-terminal hydrolase 15 OS=Homo sapiens GN=USP15 PE=1 SV=3,USP15,39,162,981,112.348,5.22,35,0.996,0.966,0.935,0.828,0.447,0.276,0.154,0.101,0.070,0.069
Q9Y4G8,Rap guanine nucleotide exchange factor 2 OS=Homo sapiens GN=RAPGEF2 PE=1 SV=1,RAPGEF2,1,2,1499,167.313,6.67,1,0.996,0.798,0.866,0.999,0.559,0.566,0.347,0.262,0.242,0.202
Q9Y4K4,Mitogen-activated protein kinase kinase kinase kinase 5 OS=Homo sapiens GN=MAP4K5 PE=1 SV=1,MAP4K5,2,6,846,94.979,7.64,3,0.996,1.062,0.886,0.812,0.603,0.501,0.221,0.174,0.193,0.195
Q9Y4L1,Hypoxia up-regulated protein 1 OS=Homo sapiens GN=HYOU1 PE=1 SV=1,HYOU1,30,134,999,111.266,5.22,49,0.996,0.916,0.811,0.542,0.364,0.246,0.186,0.142,0.121,0.099
Q9Y4P1,Isoform 2 of Cysteine protease ATG4B OS=Homo sapiens GN=ATG4B,ATG4B,7,18,468,52.495,8.59,8,0.996,0.969,0.866,0.685,0.357,0.252,0.155,0.116,0.090,0.084
Q9Y4P8,WD repeat domain phosphoinositide-interacting protein 2 OS=Homo sapiens GN=WIPI2 PE=1 SV=1,WIPI2,8,19,454,49.377,6.46,8,0.996,0.961,0.971,0.839,0.673,0.420,0.235,0.152,0.144,0.108
Q9Y4R8,Telomere length regulation protein TEL2 homolog OS=Homo sapiens GN=TELO2 PE=1 SV=2,TELO2,15,37,837,91.689,5.76,15,0.996,0.979,0.866,0.654,0.406,0.254,0.165,0.092,0.083,0.082
Q9Y4W2,Ribosomal biogenesis protein LAS1L OS=Homo sapiens GN=LAS1L PE=1 SV=2,LAS1L,5,10,734,83.013,4.73,4,0.996,0.830,0.512,0.251,0.144,0.082,0.043,0.027,0.040,0.049
Q9Y4X0,AMME syndrome candidate gene 1 protein OS=Homo sapiens GN=AMMECR1 PE=2 SV=1,AMMECR1,5,10,333,35.44,8.63,5,0.996,0.913,0.864,0.543,0.349,0.225,0.143,0.096,0.075,0.072
Q9Y4X5,E3 ubiquitin-protein ligase ARIH1 OS=Homo sapiens GN=ARIH1 PE=1 SV=2,ARIH1,19,55,557,64.076,5.08,22,0.996,1.007,0.987,0.960,0.945,0.747,0.634,0.420,0.182,0.119
Q9Y4Z0,U6 snRNA-associated Sm-like protein LSm4 OS=Homo sapiens GN=LSM4 PE=1 SV=1,LSM4,5,34,139,15.34,9.99,13,0.996,0.926,1.025,0.959,0.948,0.770,0.732,0.529,0.417,0.360
Q9Y508,RING finger protein 114 OS=Homo sapiens GN=RNF114 PE=1 SV=1,RNF114,10,34,228,25.677,7.25,15,0.996,1.022,0.926,0.939,0.861,0.655,0.505,0.368,0.256,0.206
Q9Y520,Isoform 7 of Protein PRRC2C OS=Homo sapiens GN=PRRC2C,PRRC2C,81,330,2898,316.888,9.13,120,0.996,0.989,0.964,0.950,0.889,0.695,0.608,0.485,0.288,0.167
Q9Y530,O-acetyl-ADP-ribose deacetylase 1 OS=Homo sapiens GN=OARD1 PE=1 SV=2,OARD1,7,22,152,17.014,8.31,9,0.996,0.958,0.817,0.519,0.267,0.148,0.093,0.052,0.054,0.048
